worker_id,latitude,longitude,rainfall_mm,orders_accepted,orders_completed,is_active,gps_movement_km,rejected_orders,session_interactions,distance_from_event,claim_count_last_7_days,weather_api_1_mm,weather_api_2_mm,weather_api_3_mm,weather_disagreement_mm,claim_hour,trigger_met,location_check_pass,behavior_check_pass,activity_check_pass,activity_failed_checks,activity_validation_score,activity_validation_reasons,passive_presence_flag,official_data_check_pass,calculated_distance_km,gps_spoof_flag,duplicate_claim_flag,time_pattern_flag,fraud_label
1928,13.13515727227313,77.68043908461382,53.08,5,0,0,2.51,7,19,20.0,1,52.32,52.06,54.84,2.78,17,1,0,1,0,1,0.8,worker not logged in,0,1,20.43,0,0,0,1
3088,12.959587669670547,77.65031287397268,40.37,14,11,1,26.97,4,65,6.17,1,34.58,47.43,39.1,12.85,14,0,0,1,1,0,1.0,genuine activity verified,0,1,6.18,0,0,0,1
2012,13.00995226624044,77.59527049829047,49.2,8,8,1,15.14,1,33,3.86,0,42.23,49.19,56.19,13.96,20,0,0,1,1,0,1.0,genuine activity verified,0,1,4.27,0,0,0,0
1277,13.0208791761306,77.63443063326655,69.23,8,1,1,2.56,9,30,7.2,0,77.15,59.8,70.75,17.35,10,1,0,1,0,1,0.8,too many rejected orders,0,1,6.97,0,0,0,1
2900,12.969049829400374,77.60075190722145,9.34,9,5,0,12.96,4,33,1.01,1,7.09,15.34,5.58,9.76,12,0,0,1,0,1,0.8,worker not logged in,0,0,0.72,0,0,0,0
1075,12.96317124083693,77.65809717312564,69.06,7,0,1,3.85,9,11,6.94,2,65.78,77.25,64.16,13.09,6,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,6.94,0,0,0,0
2930,12.958437853118072,77.55211571564972,46.98,4,4,1,7.08,2,21,4.93,0,49.0,52.14,39.79,12.34,17,0,0,1,1,0,1.0,genuine activity verified,0,1,4.83,0,0,0,0
1107,12.961367074630298,77.59427140078334,70.5,0,0,1,0.21,11,1,1.75,1,78.27,54.95,78.3,23.35,20,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,1.14,0,0,0,1
1517,13.082551101732852,77.67258484724442,82.15,8,0,1,2.63,9,24,14.9,2,81.35,88.85,76.24,12.61,4,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,14.95,1,0,1,1
2508,12.980840399090221,77.5869835297196,71.07,8,1,1,5.73,7,28,0.99,0,70.88,78.06,64.28,13.77,9,1,1,1,0,1,0.8,too many rejected orders,0,1,1.32,0,0,0,0
3353,12.981011588366796,77.64068875986611,78.4,8,0,1,1.29,7,17,5.31,1,74.22,74.92,86.04,11.82,16,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,5.1,0,0,0,1
2021,12.926591059584807,77.57731841841957,40.27,9,7,1,11.04,1,50,4.95,0,42.52,43.57,34.72,8.84,7,0,0,1,1,0,1.0,genuine activity verified,0,1,5.34,0,0,0,0
1301,12.93290039690499,77.67737484606515,42.4,4,0,1,2.25,3,16,9.88,1,44.59,29.81,52.78,22.97,10,0,0,1,0,1,0.8,no deliveries completed,0,0,9.95,0,0,0,1
1582,13.057337872991079,77.67948790017088,71.71,12,0,1,3.09,14,44,13.04,3,74.27,71.8,69.08,5.19,1,1,0,0,0,2,0.6,no deliveries completed; too many rejected orders,0,1,13.25,1,0,1,1
3240,12.964486970988453,77.60588287984909,73.49,8,3,1,7.87,5,38,1.21,0,80.0,70.84,69.61,10.38,10,1,1,1,0,1,0.8,too many rejected orders,0,1,1.46,0,0,0,0
2816,12.940609120176866,77.61670404721418,70.95,7,1,1,3.27,6,18,4.11,4,52.26,84.71,75.89,32.45,22,1,1,0,0,1,0.8,too many rejected orders,0,0,4.2,0,1,0,1
1250,13.13099232930647,77.67519485510984,8.74,6,1,1,3.04,6,16,20.0,0,11.91,6.27,8.03,5.64,11,0,0,1,0,1,0.8,too many rejected orders,0,0,19.76,0,0,0,1
1962,12.982872341947342,77.5471121040413,58.78,15,9,1,27.22,6,80,5.68,0,58.33,56.53,61.49,4.96,11,1,0,1,0,1,0.8,too many rejected orders,0,1,5.3,0,0,0,0
1661,12.99472619667458,77.54211999941688,51.12,1,0,1,0.0,2,4,6.56,0,43.58,54.85,54.94,11.36,22,1,0,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,6.24,0,0,0,0
1444,12.966078116988738,77.6448567565543,20.32,0,0,1,0.11,9,2,5.6,0,30.83,1.92,28.22,28.91,14,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,5.48,0,0,0,1
3116,12.95885307637693,77.60555953891492,116.57,8,3,1,7.22,6,32,1.76,3,119.69,115.07,114.96,4.73,5,1,1,0,0,1,0.8,too many rejected orders,0,1,1.85,0,0,1,0
2544,13.04627641345184,77.73800317501512,75.48,0,0,1,0.22,8,2,16.79,1,83.41,70.35,72.68,13.06,21,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,17.62,1,0,0,1
1448,12.916290473188056,77.59504493211524,64.67,6,0,1,0.68,7,20,6.28,2,71.74,63.67,58.61,13.13,15,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,6.15,0,0,0,0
2626,12.968082903623204,77.49915834110544,84.95,5,0,0,0.22,5,11,9.55,0,86.71,78.92,89.24,10.32,15,1,0,1,0,1,0.8,worker not logged in,0,1,10.35,1,0,0,1
2033,12.983441323081705,77.58697750742172,43.23,13,11,1,20.09,3,63,0.88,1,51.63,50.33,27.73,23.9,16,0,0,1,1,0,1.0,genuine activity verified,0,0,1.55,0,0,0,0
1153,13.045618529353751,77.56447813043228,102.25,9,0,0,2.61,11,18,8.8,3,102.82,111.1,92.84,18.26,9,1,0,0,0,1,0.8,worker not logged in,0,0,8.85,1,0,0,1
2124,12.975039962600208,77.6313228653446,49.13,9,7,1,19.67,3,38,4.09,1,53.96,39.08,54.34,15.26,23,0,0,1,1,0,1.0,genuine activity verified,0,1,4.0,0,0,1,0
1463,12.87823291831159,77.63440123113536,16.0,0,0,1,0.08,10,0,11.08,1,13.0,21.0,14.0,7.99,17,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,11.24,0,0,0,1
1613,12.967840582688616,77.6176672093652,83.06,6,1,1,2.48,5,24,3.07,1,76.24,95.4,77.53,19.15,7,1,1,1,0,1,0.8,too many rejected orders,0,0,2.53,0,0,0,0
3197,13.081180165324334,77.61041834595197,26.92,0,0,1,0.13,9,0,12.47,1,27.98,22.63,30.16,7.53,12,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,12.3,0,0,0,1
2775,13.006254649399402,77.53470613005119,36.29,9,7,1,15.59,4,44,7.46,0,39.14,34.38,35.34,4.76,2,0,0,1,1,0,1.0,genuine activity verified,0,1,7.55,0,0,1,1
1335,12.939164442247657,77.61822572319987,83.42,8,1,1,3.68,8,24,4.91,0,76.69,84.65,88.93,12.24,0,1,1,1,0,1,0.8,too many rejected orders,0,1,4.42,0,0,1,1
3128,12.995244260577223,77.61977591782093,84.85,5,0,1,0.28,7,16,4.34,1,83.03,87.04,84.48,4.01,15,1,1,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,3.79,0,0,0,0
2435,12.94191946300441,77.64440770615074,46.51,5,0,1,1.2,6,14,6.51,0,38.91,53.57,47.05,14.67,10,0,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,6.33,0,0,0,1
3186,12.917447699218126,77.67932839249721,15.96,10,8,1,26.03,3,42,10.71,0,19.19,15.81,12.89,6.3,10,0,0,1,1,0,1.0,genuine activity verified,0,0,10.98,0,0,0,1
2867,12.957665225470638,77.52689757305714,91.02,6,0,1,2.41,8,15,7.31,2,93.97,86.65,92.43,7.32,17,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,7.5,0,0,0,1
1848,13.056616840205233,77.63135947075043,17.88,2,0,1,1.59,1,7,9.75,0,9.9,19.74,23.99,14.08,11,0,0,1,0,1,0.8,no deliveries completed,0,0,10.26,0,0,0,1
2337,12.896713779902665,77.5649093345137,43.83,8,5,1,15.17,3,33,8.91,1,51.06,39.76,40.65,11.3,16,0,0,1,1,0,1.0,genuine activity verified,0,1,8.93,0,0,0,1
2327,12.925633628378455,77.6015002875354,66.56,10,3,0,6.75,8,36,4.8,1,70.97,51.33,77.37,26.04,16,1,1,1,0,1,0.8,worker not logged in,0,0,5.17,0,0,0,1
2799,12.972013422527295,77.59513607432872,27.19,7,4,1,8.43,4,21,0.0,5,44.05,19.08,18.43,25.62,16,0,0,0,1,0,1.0,genuine activity verified,0,0,0.07,0,1,1,1
1621,12.955273072960443,77.5852367170768,96.15,0,0,1,0.2,7,0,2.17,4,97.62,96.12,94.7,2.92,11,1,1,0,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,2.08,0,1,0,1
1832,12.987392450845844,77.63570417445605,43.97,0,0,1,0.07,5,0,4.09,4,42.37,52.64,36.9,15.74,12,0,0,0,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,4.79,0,1,0,1
1611,12.923013266907658,77.55054343155277,33.64,10,5,1,13.38,7,30,6.77,1,35.46,24.66,40.81,16.15,11,0,0,1,0,1,0.8,too many rejected orders,0,0,7.21,0,0,0,0
1740,13.000164549942133,77.5529551413043,61.61,7,0,1,3.33,7,18,5.34,0,58.09,69.26,57.47,11.79,9,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,5.52,0,0,0,1
1403,12.924249636117592,77.55363098915608,20.35,8,7,0,20.86,4,33,6.87,1,8.75,26.79,25.51,18.04,0,0,0,1,0,1,0.8,worker not logged in,0,0,6.89,0,0,1,1
1091,13.156200285996835,77.62227923964294,0.6,6,0,1,2.02,7,13,20.0,2,0.0,1.8,0.0,1.8,5,0,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,0,20.74,0,0,1,1
3350,12.902969668624868,77.54545639136353,61.36,7,2,1,5.27,6,21,9.21,1,68.31,47.88,67.89,20.43,2,1,0,1,0,1,0.8,too many rejected orders,0,0,9.31,0,0,1,1
1185,12.927897829184664,77.59265714044803,75.03,12,5,0,17.1,8,36,4.62,4,72.65,72.63,79.8,7.17,9,1,1,0,0,1,0.8,worker not logged in,0,1,4.86,0,1,0,1
3219,12.988294832121273,77.58798039221476,92.61,9,1,0,1.43,9,30,1.48,1,88.23,85.17,104.42,19.25,13,1,1,1,0,1,0.8,worker not logged in,0,0,1.99,0,0,0,0
1007,13.038169330059906,77.56313939544003,70.07,0,0,1,0.03,10,0,7.96,0,65.48,83.21,61.53,21.69,14,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,8.15,0,0,0,1
2943,12.984201721444647,77.62955065016224,40.19,0,0,1,0.16,7,1,3.96,0,41.7,38.94,39.93,2.77,8,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,4.04,0,0,0,1
1821,12.994114316807297,77.59221997886853,92.73,12,6,0,14.84,6,54,2.41,3,101.6,88.63,87.96,13.64,10,1,1,0,0,1,0.8,worker not logged in,0,1,2.52,0,0,0,1
2294,12.972301476066923,77.63710589456127,8.47,0,0,1,0.09,10,0,4.65,1,2.32,10.29,12.8,10.48,21,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,4.61,0,0,0,0
1705,12.930544061835393,77.58679800595182,76.34,5,0,1,1.87,5,11,4.79,1,86.24,69.74,73.03,16.5,12,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,4.64,0,0,0,0
2226,12.951994466070426,77.59363220447075,63.99,0,0,1,0.16,6,1,2.42,0,57.52,60.75,73.7,16.18,11,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,2.18,0,0,0,1
2128,12.976181874856534,77.66012627754323,84.93,7,0,1,3.08,9,11,6.9,3,85.09,81.38,88.33,6.95,15,1,0,0,0,2,0.6,no deliveries completed; too many rejected orders,0,1,7.12,0,0,0,1
2324,12.920451601288926,77.59431813837858,113.74,7,0,1,0.21,7,26,5.14,2,107.47,126.18,107.57,18.71,17,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,0,5.69,0,0,0,1
1983,13.06836924621444,77.65395244824245,68.14,5,0,1,2.27,7,11,12.98,1,68.41,62.72,73.3,10.58,10,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,12.54,0,0,0,1
2341,12.926672880716483,77.57814663070918,76.83,10,2,1,7.44,9,43,5.44,1,68.16,88.95,73.37,20.79,11,1,0,1,0,1,0.8,too many rejected orders,0,0,5.3,0,0,0,0
3063,12.984382160268934,77.61533647850139,51.46,6,4,1,10.63,4,21,2.32,0,52.74,45.84,55.81,9.97,9,1,1,1,1,0,1.0,genuine activity verified,0,1,2.66,0,0,0,0
2086,12.919527089911156,77.56209012155817,57.83,7,1,1,2.86,7,22,6.88,1,49.83,62.59,61.08,12.76,14,1,0,1,0,1,0.8,too many rejected orders,0,1,6.78,0,0,0,1
1903,12.983455320804671,77.62496202262089,58.11,9,5,1,15.49,4,37,3.92,2,57.09,58.81,58.44,1.72,22,1,1,1,1,0,1.0,genuine activity verified,0,1,3.54,0,0,0,1
1329,12.952052697241482,77.57140376690752,66.35,3,0,1,0.26,3,14,3.93,1,55.48,75.23,68.34,19.75,8,1,1,1,0,2,0.6,no deliveries completed; gps movement too low,0,0,3.32,0,0,0,1
1899,13.027864621346026,77.62866719492916,66.22,12,3,1,9.7,10,45,7.35,1,71.88,67.19,59.6,12.27,23,1,0,1,0,1,0.8,too many rejected orders,0,1,7.26,0,0,1,1
1314,12.984548755823162,77.59703906169734,83.41,11,3,1,9.08,9,38,1.83,1,81.66,84.86,83.71,3.2,16,1,1,1,0,1,0.8,too many rejected orders,0,1,1.46,0,0,0,0
1456,13.021031315719766,77.65543814933564,30.76,4,0,1,1.14,4,13,8.16,0,36.05,29.78,26.43,9.62,20,0,0,1,0,1,0.8,no deliveries completed,0,0,8.58,0,0,0,1
3380,13.057065431422481,77.5989908389965,68.54,8,2,1,5.64,6,24,9.5,4,82.41,67.94,55.27,27.14,13,1,0,0,0,1,0.8,too many rejected orders,0,0,9.52,0,1,0,0
1223,12.973845733609767,77.53555292906752,55.71,0,0,1,0.1,9,0,6.29,0,62.36,51.35,53.42,11.01,14,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,6.4,0,0,0,1
2205,12.93235651367535,77.56995131016097,76.87,12,5,0,9.36,10,48,5.24,2,71.24,73.68,85.71,14.47,17,1,0,1,0,1,0.8,worker not logged in,0,1,5.12,0,0,0,1
3085,12.955055790290224,77.53921556207862,49.38,2,0,0,0.58,3,5,6.84,1,58.92,44.46,44.76,14.46,12,0,0,1,0,1,0.8,worker not logged in,0,1,6.28,0,0,0,1
3383,12.961115831090215,77.53929060422287,33.81,0,0,1,0.0,6,1,6.19,0,30.8,36.38,34.25,5.58,17,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,6.11,0,0,0,1
1366,12.942565671172515,77.61946203041839,13.55,4,2,1,4.52,3,20,3.88,0,9.22,21.25,10.18,12.03,15,0,0,1,1,0,1.0,genuine activity verified,0,0,4.2,0,0,0,0
1408,12.922979885646173,77.5944328482635,47.82,4,2,1,5.92,4,12,4.96,1,60.31,37.92,45.22,22.39,16,0,0,1,1,0,1.0,genuine activity verified,0,0,5.41,0,0,0,1
1931,12.915059307053895,77.57541276093183,41.31,14,7,1,16.33,7,49,7.2,1,49.17,37.34,37.42,11.83,13,0,0,1,0,1,0.8,too many rejected orders,0,1,6.62,0,0,0,1
2386,12.878010075371705,77.57912149610779,81.94,0,0,1,0.0,1,5,10.72,2,71.22,89.13,85.48,17.91,9,1,0,1,0,3,0.4,logged in but accepted no orders; no deliveries completed; gps movement too low,1,1,10.54,1,0,0,1
3399,12.929346141459861,77.57071049342694,58.62,3,0,1,0.42,4,13,5.52,1,59.09,49.22,67.57,18.35,20,1,0,1,0,2,0.6,no deliveries completed; gps movement too low,0,0,5.36,0,0,0,1
1519,13.08596947261212,77.77046384253758,22.47,6,0,1,2.18,7,15,20.0,0,22.34,28.6,16.48,12.12,22,0,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,0,22.91,1,0,0,1
1410,12.907660058719468,77.56517977169428,37.07,10,7,1,17.26,3,33,7.89,2,36.86,37.61,36.74,0.86,4,0,0,1,1,0,1.0,genuine activity verified,0,1,7.79,0,0,1,1
1632,12.916875086149869,77.54171464407666,58.68,9,3,1,7.18,8,36,8.01,0,47.76,65.47,62.8,17.71,9,1,0,1,0,1,0.8,too many rejected orders,0,1,8.36,0,0,0,0
3185,13.043235942849318,77.62644202469946,71.31,7,0,0,1.12,6,21,8.82,1,77.56,75.57,60.82,16.74,5,1,0,1,0,1,0.8,worker not logged in,0,1,8.68,1,0,1,1
1075,12.94614015800607,77.58596977506609,10.86,8,8,1,21.62,0,32,2.57,0,21.96,6.45,4.16,17.8,8,0,0,1,1,0,1.0,genuine activity verified,0,0,2.98,0,0,0,0
1950,12.984441840366594,77.67615094755271,79.57,12,3,0,11.48,9,44,8.83,0,81.32,78.65,78.74,2.67,1,1,0,1,0,1,0.8,worker not logged in,0,1,8.95,1,0,1,1
1297,12.997292685860021,77.57355177444823,77.79,0,0,1,0.09,8,1,3.43,2,73.18,86.82,73.36,13.65,9,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,3.66,0,0,0,1
1392,12.998101045191252,77.62843936719027,37.1,8,4,1,7.86,6,26,3.56,4,36.19,40.96,34.15,6.81,17,0,0,0,0,1,0.8,too many rejected orders,0,1,4.7,0,1,0,1
3292,12.910707430775679,77.63788789322398,57.94,10,2,0,4.34,9,33,8.12,1,50.93,62.08,60.81,11.15,4,1,0,1,0,1,0.8,worker not logged in,0,1,8.24,0,0,1,1
1004,12.962357612804022,77.57374656671192,35.95,11,9,1,14.34,4,53,2.17,3,21.98,44.52,41.35,22.54,18,0,0,0,1,0,1.0,genuine activity verified,0,0,2.48,0,0,0,1
1803,12.906870909219265,77.56488316928363,80.46,6,1,1,5.18,6,15,7.81,0,66.64,74.51,100.22,33.58,13,1,0,1,0,1,0.8,too many rejected orders,0,0,7.89,0,0,0,0
3288,13.069452714356414,77.62425466123723,12.87,4,1,0,2.95,4,12,11.35,3,15.98,18.06,4.57,13.49,13,0,0,0,0,1,0.8,worker not logged in,0,0,11.35,0,0,0,1
2520,12.907804989439377,77.61759567671656,37.47,2,0,1,1.29,3,9,8.14,4,42.51,31.06,38.84,11.45,1,0,0,0,0,1,0.8,no deliveries completed,0,1,7.52,0,1,1,1
1179,12.929686391245207,77.53817559597157,56.93,7,3,1,8.13,6,33,7.79,2,61.18,52.17,57.44,9.0,11,1,0,1,0,1,0.8,too many rejected orders,0,1,7.69,0,0,0,0
2162,12.92997596580634,77.54946257454782,37.94,8,2,1,4.1,6,25,6.85,3,36.05,32.5,45.26,12.76,16,0,0,0,0,1,0.8,too many rejected orders,0,1,6.73,0,0,0,1
3427,12.911733580931084,77.49314279980209,46.04,4,0,1,1.19,5,10,13.03,1,50.37,41.6,46.14,8.77,12,0,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,12.85,0,0,0,0
2001,13.025703756390262,77.61841547415915,72.97,0,0,1,0.2,7,1,6.85,0,83.69,74.05,61.17,22.52,14,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,6.55,0,0,0,1
2321,13.137426326482275,77.67805323011915,95.56,0,0,1,0.12,11,2,20.0,0,96.63,91.51,98.55,7.04,9,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,20.54,1,0,0,1
2329,12.952570035227495,77.588113983161,53.16,9,5,0,11.5,5,36,2.33,1,56.99,45.3,57.2,11.9,9,1,1,1,0,1,0.8,worker not logged in,0,1,2.23,0,0,0,1
2651,12.918783074126225,77.52694223609193,91.69,13,0,1,0.36,15,37,9.64,2,85.25,99.05,90.78,13.8,8,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,9.39,1,0,0,1
1468,12.88212298005096,77.55067590587643,93.27,6,0,0,0.04,7,12,10.18,1,93.51,96.3,89.99,6.31,1,1,0,1,0,1,0.8,worker not logged in,0,1,11.03,1,0,1,1
3099,12.961835651259117,77.5754816434973,23.21,8,5,1,15.98,3,33,3.07,1,20.0,17.89,31.73,13.83,11,0,0,1,1,0,1.0,genuine activity verified,0,0,2.34,0,0,0,0
3471,12.987760590112318,77.6361158772019,20.5,6,0,0,1.01,9,22,5.4,1,25.33,19.75,16.4,8.93,18,0,0,1,0,1,0.8,worker not logged in,0,0,4.84,0,0,0,1
1356,12.945548154945595,77.5993134430207,99.0,4,0,0,0.0,5,8,3.02,1,94.97,109.45,92.57,16.87,20,1,1,1,0,1,0.8,worker not logged in,0,1,2.94,0,0,0,1
3045,12.98045501015905,77.61793872506527,78.16,13,4,1,13.25,11,37,2.22,0,73.04,83.36,78.09,10.32,13,1,1,1,0,1,0.8,too many rejected orders,0,1,2.71,0,0,0,0
3042,12.98740692571262,77.68538450277141,82.48,6,0,0,1.89,7,23,10.42,0,81.34,80.44,85.66,5.22,13,1,0,1,0,1,0.8,worker not logged in,0,1,9.99,1,0,0,1
2854,12.984523330317517,77.59379931879876,42.07,7,5,1,7.53,4,25,1.2,1,35.57,39.66,50.97,15.39,8,0,0,1,1,0,1.0,genuine activity verified,0,1,1.44,0,0,0,0
1927,12.97084459685545,77.71976530671182,10.38,6,0,0,4.23,7,14,13.75,3,12.53,5.39,13.23,7.85,14,0,0,0,0,1,0.8,worker not logged in,0,0,13.56,0,0,0,1
2171,12.92753512681703,77.5614010889208,60.12,4,0,0,1.04,5,7,5.63,1,62.76,53.72,63.89,10.17,12,1,0,1,0,1,0.8,worker not logged in,0,1,6.08,0,0,0,1
3098,12.998233323912268,77.52760214740098,44.79,12,7,1,23.13,6,53,8.62,1,46.55,45.49,42.33,4.22,13,0,0,1,0,1,0.8,too many rejected orders,0,1,7.84,0,0,0,1
1382,13.114385986069683,77.64723381822559,57.98,7,0,1,2.19,8,14,16.37,0,62.8,44.82,66.33,21.51,14,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,0,16.87,0,0,0,1
3071,13.007134300993387,77.53069113128502,77.93,4,0,1,0.0,5,9,8.0,1,79.45,78.11,76.22,3.23,23,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,7.97,0,0,1,1
3301,13.092458376616413,77.67332699240569,67.12,0,0,1,0.1,6,0,15.17,3,57.96,69.91,73.48,15.52,11,1,0,0,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,15.92,0,0,0,1
2704,12.914729517238117,77.56338183501965,92.05,5,0,1,0.08,6,11,7.16,1,98.03,86.48,91.63,11.55,12,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,7.17,0,0,0,0
1853,12.914231111701696,77.51642914452982,78.27,12,5,1,18.81,11,49,10.46,2,78.16,78.71,77.93,0.78,12,1,0,1,0,1,0.8,too many rejected orders,0,1,10.6,1,0,0,1
2397,12.94137837125038,77.6640410058344,80.73,10,1,1,6.0,9,35,8.64,1,78.08,85.88,78.23,7.8,12,1,0,1,0,1,0.8,too many rejected orders,0,1,8.24,1,0,0,1
1125,12.991827189495785,77.63024318999899,70.95,4,0,1,0.0,5,12,4.32,1,74.59,83.96,54.29,29.67,18,1,1,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,0,4.47,0,0,0,1
3329,13.09229377771294,77.59168804829642,18.06,10,6,1,18.53,5,43,13.82,1,15.79,20.93,17.45,5.13,8,0,0,1,0,1,0.8,too many rejected orders,0,0,13.42,0,0,0,1
1856,12.985652387039517,77.63052687162029,51.55,8,3,1,11.31,5,34,3.84,0,45.37,55.54,53.73,10.17,21,1,1,1,0,1,0.8,too many rejected orders,0,1,4.19,0,0,0,1
1142,13.015567359751413,77.56545542549843,86.65,0,0,1,0.05,10,2,5.72,0,86.75,79.21,94.0,14.79,8,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,5.82,0,0,0,1
2986,12.987459472696438,77.63820664134762,67.54,6,0,1,0.19,7,21,4.95,2,76.24,61.33,65.06,14.91,20,1,1,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,5.04,0,0,0,1
2643,12.979945983274936,77.56526422661288,55.56,13,11,0,20.35,2,58,3.48,2,64.48,55.17,47.04,17.44,11,1,1,1,0,1,0.8,worker not logged in,0,1,3.31,0,0,0,0
2556,13.019589191213766,77.57296409238948,80.76,7,0,1,0.1,9,20,5.96,2,78.76,83.22,80.3,4.46,2,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,5.83,0,0,1,1
1135,12.990389093589402,77.60839326837907,32.75,2,1,1,3.59,2,8,2.82,0,36.73,35.31,26.22,10.52,15,0,0,1,1,0,1.0,genuine activity verified,0,0,2.57,0,0,0,1
2877,12.974324038537508,77.61832877522816,71.4,9,0,0,0.0,11,31,2.68,2,69.71,63.27,81.23,17.96,20,1,1,1,0,1,0.8,worker not logged in,0,1,2.59,0,0,0,1
2593,13.030818121357228,77.62533934949363,18.18,8,5,0,10.95,5,33,7.61,3,20.15,15.88,18.52,4.27,16,0,0,0,0,1,0.8,worker not logged in,0,0,7.38,0,0,0,1
2984,12.976207235326113,77.59101035445083,37.96,5,3,1,8.4,3,18,0.33,2,40.13,40.01,33.76,6.37,6,0,0,1,1,0,1.0,genuine activity verified,0,1,0.64,0,0,0,1
3068,12.959426375803284,77.61574466886218,23.88,8,6,1,22.04,4,39,2.8,1,22.05,22.42,27.18,5.13,10,0,0,1,1,0,1.0,genuine activity verified,0,0,2.66,0,0,0,1
1529,12.938087069648894,77.62442514427694,98.38,0,0,1,0.2,11,1,5.5,2,92.57,100.35,102.22,9.65,4,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,4.93,0,0,1,1
1526,12.999721018361816,77.60262276554268,1.89,10,7,1,17.08,4,47,2.66,3,0.0,5.67,0.0,5.67,23,0,0,0,1,0,1.0,genuine activity verified,0,0,3.25,0,0,1,1
3309,13.021082021673699,77.58889367546942,78.82,0,0,1,0.0,8,2,5.71,0,69.57,88.51,78.37,18.94,8,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,5.54,0,0,0,1
2327,12.969576503942664,77.53678820207075,60.19,5,0,1,0.75,7,16,6.51,2,66.44,55.5,58.64,10.94,19,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,6.27,0,0,0,0
2094,13.023916624951195,77.6185669662712,32.29,0,0,1,0.11,10,0,6.88,3,36.11,27.72,33.04,8.38,5,0,0,0,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,6.37,0,0,1,1
