Rainfall,AQI,Traffic,Temperature,Humidity,Snow_Ice,Thunderstorm,Flooding,Extreme_Heat,Severe_Pollution,Curfew,Market_Closure,Platform_Downtime,Delivery_Time,Orders,Payout
162.59,296,0.36,51.9,90,0,1,0,1,0,0,0,0,81.99,266,688.28
1.98,0,0.89,27.0,11,0,0,0,0,0,0,0,0,56.45,374,0.0
56.41,492,0.7,43.4,29,0,1,0,0,1,0,0,0,69.96,340,514.58
179.79,57,0.28,-3.5,93,1,0,1,0,0,0,0,0,133.52,10,867.19
43.23,96,0.81,48.7,63,0,0,0,1,0,0,0,0,67.83,332,135.5
174.34,115,0.5,44.6,46,0,1,0,0,0,0,0,0,80.65,213,561.85
144.29,183,0.44,24.5,33,0,0,0,0,0,0,0,0,62.04,273,241.44
168.51,473,0.36,-12.7,45,0,0,0,0,1,0,0,0,69.23,257,534.66
70.69,298,0.98,32.5,73,0,0,0,0,0,0,0,0,69.9,248,131.03
137.98,398,0.99,38.8,84,0,1,0,0,0,0,0,0,92.35,145,510.68
148.14,31,0.8,42.6,83,0,1,1,0,0,0,0,0,127.22,27,839.63
155.23,205,0.34,2.8,19,0,0,0,0,0,0,0,0,60.18,282,257.84
39.79,120,0.16,36.6,40,0,0,0,0,0,0,0,0,36.57,500,0.0
95.08,156,0.88,2.6,40,0,0,0,0,0,0,0,0,70.06,237,167.62
82.04,443,0.7,25.8,64,0,1,0,0,1,0,0,0,73.81,301,508.79
79.29,348,0.63,29.0,19,0,1,0,0,0,0,0,0,70.94,323,401.57
90.57,173,0.91,3.1,100,0,0,0,0,0,0,0,0,70.44,236,160.85
94.67,353,0.26,33.6,49,0,1,0,0,0,0,0,0,60.3,392,413.2
101.96,159,0.21,47.2,41,0,0,1,1,0,0,0,0,95.64,244,636.51
74.37,278,0.7,-9.7,77,0,0,0,0,0,0,0,0,65.51,313,260.06
148.54,349,0.64,-13.7,62,1,0,1,0,0,0,0,0,146.53,5,1033.28
131.96,279,0.23,8.9,41,0,0,0,0,0,0,0,0,52.84,344,222.94
162.61,234,0.65,-2.9,22,1,0,1,0,0,0,0,0,143.59,5,1063.16
63.92,455,0.91,-6.7,39,0,0,0,0,1,0,0,0,69.79,276,333.38
130.17,261,0.51,9.4,14,0,0,1,0,0,0,0,0,102.38,127,624.26
32.64,475,0.39,4.2,10,0,0,0,0,1,0,0,0,43.55,453,120.0
82.38,51,0.45,37.6,76,0,1,1,0,0,0,0,0,105.11,213,722.18
173.66,398,0.96,-4.8,60,0,0,0,0,0,0,0,0,87.05,99,285.49
193.16,360,0.32,41.9,69,0,1,0,0,0,0,0,0,77.17,230,516.07
182.67,310,0.94,9.3,56,0,0,0,0,0,0,0,0,85.3,90,299.0
80.91,28,0.32,-3.2,47,0,0,1,0,0,0,0,0,89.94,248,604.9
130.92,210,0.64,23.9,33,0,1,1,0,0,0,0,0,119.04,93,770.86
197.64,21,0.35,-7.4,62,0,0,1,0,0,0,0,0,110.6,66,865.98
116.61,383,0.3,17.0,59,0,0,1,0,0,0,0,0,92.99,200,526.61
51.73,47,0.86,40.4,48,0,0,0,0,0,0,0,0,62.86,307,102.59
94.72,357,0.59,39.1,83,0,1,1,0,0,0,0,0,111.86,160,831.64
142.37,452,0.29,34.1,44,0,0,0,0,1,0,0,0,56.51,313,340.15
61.34,8,0.82,48.6,9,0,1,0,1,0,0,0,0,82.9,302,462.58
29.09,386,0.9,9.4,9,0,0,0,0,0,0,0,0,60.86,331,0.0
137.86,290,0.68,42.2,56,0,0,1,0,0,0,0,0,109.48,73,652.91
177.93,48,0.72,14.7,90,0,0,1,0,0,0,0,0,116.89,5,676.26
168.12,123,0.84,20.6,34,0,1,1,0,0,0,0,0,131.62,5,907.23
196.76,7,0.51,-12.5,10,0,0,1,0,0,0,0,0,118.61,27,911.65
197.72,111,0.34,44.6,100,0,0,1,0,0,0,0,0,106.56,68,780.74
111.49,326,1.0,5.5,77,0,0,1,0,0,0,0,0,116.72,32,623.97
11.4,145,0.65,24.4,38,0,0,0,0,0,1,0,0,119.46,420,327.76
158.65,104,0.61,-4.4,56,1,0,1,0,0,0,0,0,142.35,5,1059.82
17.43,0,0.76,43.7,32,0,0,0,0,0,0,0,0,54.21,383,0.0
88.24,22,0.12,0.2,89,1,0,0,0,0,0,0,0,72.44,337,408.55
62.66,319,0.73,-14.0,51,1,0,0,0,0,0,0,0,96.95,223,609.52
35.41,277,0.33,-16.6,71,0,0,0,0,0,0,0,0,50.16,464,158.0
167.41,246,0.81,38.8,26,0,0,1,0,0,0,0,0,118.46,5,634.46
127.05,301,0.15,19.6,63,0,1,1,0,0,0,0,0,101.31,221,730.1
56.57,65,0.33,-16.0,94,1,0,0,0,0,0,0,0,83.04,332,523.56
122.3,426,0.31,43.6,8,0,1,1,0,1,0,1,0,106.19,189,1094.82
104.04,200,0.68,33.4,32,0,1,0,0,0,0,0,0,76.41,273,355.51
158.5,243,0.37,3.7,98,0,0,0,0,0,0,0,0,61.73,269,262.75
104.09,430,0.91,13.2,99,0,0,1,0,1,0,0,0,112.46,66,751.69
100.64,422,0.44,11.8,35,0,0,0,0,1,0,0,0,55.5,339,253.56
123.44,57,0.15,4.9,11,0,0,1,0,0,0,0,0,88.77,227,541.05
64.03,366,0.68,17.3,94,0,1,0,0,0,0,0,0,70.4,333,408.0
157.99,498,0.21,51.8,91,0,1,0,1,1,0,0,0,76.05,310,808.98
51.97,22,0.91,-5.2,12,1,0,0,0,0,0,0,0,97.25,194,485.6
159.98,173,0.89,51.7,5,0,1,0,1,0,0,0,0,100.15,137,719.46
3.55,291,0.12,44.7,21,0,0,0,0,0,0,0,0,29.73,564,0.0
85.75,233,0.45,-19.9,14,1,0,1,0,0,0,0,0,133.56,108,993.87
33.88,108,0.27,22.0,23,0,0,0,0,0,0,0,0,39.53,481,0.0
76.07,80,0.59,-19.6,34,1,0,0,0,0,0,0,0,96.86,238,579.23
10.65,374,0.23,-2.2,66,1,0,0,0,0,0,0,0,65.75,426,288.25
42.99,273,0.19,2.0,88,0,0,0,0,0,0,0,0,38.1,488,0.0
199.96,111,0.55,27.2,36,0,0,0,0,0,0,0,0,74.24,162,324.94
74.23,265,0.26,31.4,7,0,0,0,0,0,0,0,0,45.23,423,136.34
96.5,451,0.41,30.8,76,0,0,1,0,1,0,0,0,93.83,202,609.22
151.63,157,0.54,8.0,54,0,0,1,0,0,0,0,0,106.64,87,623.13
53.75,38,0.26,2.7,50,0,0,0,0,0,0,0,0,42.16,454,105.62
188.17,294,0.96,50.1,66,0,0,1,1,0,0,0,0,134.83,5,852.13
189.32,175,0.27,35.7,24,0,1,0,0,0,0,0,0,74.85,248,608.72
33.2,420,0.54,2.0,37,0,0,0,0,1,0,0,0,48.88,415,76.0
47.83,486,0.38,4.9,44,0,0,0,0,1,0,0,0,45.47,433,128.8
155.56,358,0.59,21.8,85,0,1,0,0,0,0,0,0,80.98,219,519.35
21.56,498,0.8,-3.6,50,0,0,0,0,1,0,1,0,58.03,367,416.45
5.34,101,0.51,-4.6,19,1,0,0,0,0,0,0,0,75.95,364,306.65
20.12,108,0.4,23.9,11,0,0,0,0,0,0,0,0,42.02,469,0.0
67.53,487,0.18,51.8,52,0,1,0,1,1,0,0,0,61.43,453,594.43
114.37,494,0.16,-5.8,94,1,0,0,0,1,0,0,0,80.66,288,728.17
101.61,499,0.75,43.3,98,0,0,1,0,1,0,0,0,106.49,110,753.03
58.59,408,0.87,-0.3,18,0,0,0,0,1,0,0,0,64.39,294,179.29
127.57,44,0.57,-19.2,76,0,0,1,0,0,0,0,0,113.69,116,803.43
89.75,48,0.44,5.3,71,0,0,1,0,0,0,0,0,93.86,205,466.27
19.93,243,0.78,-2.8,96,0,0,0,0,0,0,0,0,56.69,375,0.0
51.57,333,0.46,-14.6,69,0,0,0,0,0,0,0,0,56.14,407,250.36
67.64,313,0.75,50.6,19,0,1,0,1,0,0,1,0,81.4,311,718.23
131.82,128,0.6,10.5,21,0,0,0,0,0,0,0,0,65.77,252,222.73
51.82,86,0.32,3.5,99,0,0,0,0,0,0,0,0,43.97,442,102.73
59.0,91,0.57,40.1,68,0,0,0,0,0,0,0,0,53.8,369,113.5
164.37,346,0.3,48.6,98,0,0,1,1,0,0,0,0,108.16,128,770.35
94.13,326,0.34,32.7,74,0,1,0,0,0,0,0,0,63.02,373,365.41
130.23,372,0.36,23.6,90,0,0,0,0,0,0,0,0,57.13,314,220.34
121.73,332,0.59,-9.9,27,0,0,1,0,0,0,0,0,108.86,119,633.53
124.27,349,0.33,21.2,100,0,1,0,0,0,0,0,0,67.19,331,503.42
187.58,102,0.64,51.3,99,0,1,1,1,0,0,0,0,135.54,8,1139.51
168.73,426,0.96,36.3,12,0,1,0,0,1,0,0,0,95.91,106,609.57
0.98,384,0.49,15.6,52,0,0,0,0,0,0,0,0,42.3,476,0.0
41.25,306,0.94,33.5,42,0,0,0,0,0,0,0,0,64.09,303,0.0
114.4,390,0.97,34.8,7,0,1,1,0,0,0,0,0,128.11,35,795.23
177.85,124,0.96,44.3,37,0,0,0,0,0,0,0,0,85.28,93,291.77
181.24,404,0.56,2.1,84,0,0,1,0,1,0,0,0,111.79,38,792.47
143.68,386,0.64,-10.5,48,1,0,1,0,0,0,0,0,144.2,5,1053.41
62.64,435,0.55,3.7,91,0,0,0,0,1,0,0,0,53.65,368,206.96
10.48,71,0.56,-19.9,56,0,0,0,0,0,0,0,0,56.12,444,174.5
47.03,481,0.79,27.1,14,0,1,0,0,1,0,0,0,71.7,331,368.65
66.13,377,0.8,20.2,99,0,0,0,0,0,0,0,0,62.92,300,124.19
137.87,426,0.29,37.3,62,0,1,0,0,1,0,0,0,67.83,320,558.01
56.26,190,0.32,5.8,27,0,0,0,0,0,0,0,0,44.64,435,109.39
50.47,496,0.58,42.3,66,0,0,0,0,1,0,0,0,52.87,379,237.5
29.98,6,0.15,7.5,41,0,0,0,0,0,0,0,0,34.75,517,0.0
57.54,151,0.27,25.1,45,0,0,0,0,0,0,0,0,43.08,446,111.31
172.1,152,0.89,48.9,75,0,0,1,1,0,0,0,0,129.97,5,747.97
45.64,296,0.91,39.3,66,0,1,0,0,0,0,0,0,75.7,304,243.29
88.67,500,0.37,-7.1,7,0,0,1,0,1,0,0,0,94.8,224,736.51
182.85,158,0.32,9.8,26,0,0,1,0,0,0,0,0,103.63,95,738.85
75.71,474,0.39,30.2,34,0,1,0,0,1,0,0,0,62.01,388,530.54
179.17,369,0.63,46.0,44,0,1,0,1,0,0,0,0,93.93,173,679.3
152.0,494,0.63,11.8,24,0,0,1,0,1,0,0,0,109.85,64,834.36
16.77,479,0.93,5.8,43,0,0,0,0,1,0,0,0,60.07,342,123.2
56.94,416,0.69,-18.0,50,0,0,0,0,1,0,0,0,66.69,342,348.21
40.36,174,0.86,-15.1,18,0,0,0,0,0,0,0,0,68.7,324,150.5
18.28,320,0.62,19.9,59,0,0,0,0,0,0,0,0,49.44,417,0.0
91.38,156,0.48,40.4,5,0,1,0,0,0,0,0,0,67.51,342,333.71
102.74,261,0.61,7.0,73,0,0,0,0,0,0,0,0,61.76,293,179.11
45.75,58,0.62,12.0,27,0,0,0,0,0,0,0,0,53.56,376,0.0
155.01,456,0.52,4.5,41,0,0,0,0,1,0,0,0,66.45,237,362.31
135.19,250,0.75,33.6,21,0,0,1,0,0,0,0,0,111.53,59,664.65
89.27,336,0.28,49.4,44,0,1,0,1,0,0,0,0,68.19,396,530.73
195.37,383,0.12,26.4,16,0,1,0,0,0,0,0,0,70.51,276,535.0
0.2,41,0.68,38.9,48,0,0,0,0,0,0,0,0,48.83,429,0.0
138.36,211,0.79,17.3,5,0,1,1,0,0,0,0,0,125.4,44,771.81
199.75,269,0.56,22.8,78,0,1,0,0,0,0,0,0,86.56,160,621.36
1.99,193,0.58,24.0,25,0,0,0,0,0,0,0,0,45.6,452,0.0
96.28,233,0.15,24.7,63,0,1,0,0,0,0,0,0,56.69,418,410.11
46.15,340,0.97,33.2,44,0,0,0,0,0,0,0,0,65.87,288,0.0
17.53,124,0.78,2.8,72,0,0,0,0,0,0,0,0,54.93,378,0.0
170.59,255,0.49,23.2,42,0,0,1,0,0,0,0,0,107.74,71,581.14
161.59,419,0.71,15.7,70,0,1,0,0,1,0,0,0,86.09,180,528.74
167.46,302,0.55,7.7,35,0,0,1,0,0,0,0,0,109.37,61,684.73
69.75,59,0.43,35.1,99,0,1,0,0,0,0,0,0,62.51,387,413.09
11.89,376,0.77,-0.1,10,0,0,0,0,0,0,0,0,53.78,389,0.0
135.47,232,0.39,3.1,62,0,0,1,0,0,0,0,0,98.97,149,638.25
27.68,245,0.45,-14.0,27,1,0,0,0,0,0,0,0,81.9,345,415.66
170.21,390,0.91,-7.4,65,1,0,0,0,0,0,0,1,116.08,17,846.49
166.98,391,0.77,-16.0,52,0,0,1,0,0,0,0,0,125.0,7,785.2
18.73,232,0.14,46.0,88,0,0,0,1,0,0,0,0,40.71,536,95.0
74.51,124,0.8,9.6,44,0,0,0,0,0,0,0,0,64.18,288,136.77
184.57,365,0.62,-11.6,70,1,0,0,0,0,0,0,0,110.19,68,757.2
191.01,458,0.45,48.9,38,0,0,0,1,1,0,0,0,77.4,200,556.41
120.51,51,0.2,12.0,45,0,0,0,0,0,0,0,0,50.08,369,205.77
140.3,130,0.23,37.6,91,0,1,0,0,0,0,0,0,66.09,332,424.04
17.79,207,0.63,30.1,49,0,0,0,0,0,0,0,0,49.72,415,0.0
160.44,461,0.89,47.9,34,0,1,0,1,1,1,0,0,170.22,136,955.19
112.89,34,0.84,-10.4,60,0,0,1,0,0,0,0,0,116.53,70,712.78
43.54,461,0.82,-7.4,47,0,0,0,0,1,0,0,0,63.93,329,220.8
106.16,302,0.41,33.3,66,0,0,0,0,0,0,0,0,55.27,338,184.24
106.45,261,0.26,14.5,6,0,0,0,0,0,0,0,1,50.07,375,425.87
90.41,385,0.15,2.5,18,0,0,0,0,0,0,0,0,43.81,426,160.62
35.16,164,0.53,10.9,79,0,0,0,0,0,0,0,0,48.82,414,0.0
132.5,101,0.53,39.5,67,0,0,0,0,0,0,0,0,63.42,268,223.75
100.92,67,0.27,-18.4,22,1,0,0,0,0,0,0,0,88.79,281,641.19
44.49,137,0.2,4.4,35,0,0,0,0,0,0,1,0,38.67,483,190.2
44.98,213,0.33,12.2,96,0,0,0,0,0,0,0,0,43.3,450,0.0
81.98,152,0.79,18.1,30,0,1,0,0,0,0,0,0,76.95,279,305.59
88.09,203,0.66,26.1,92,0,1,1,0,0,0,0,0,113.31,152,688.13
164.71,488,0.99,33.5,67,0,0,0,0,1,0,0,0,84.36,105,402.47
18.57,295,0.49,25.8,29,0,0,0,0,0,0,0,0,44.94,449,0.0
56.33,269,0.35,4.5,8,0,0,0,0,0,0,0,0,45.7,428,109.5
165.53,196,0.32,29.2,95,0,1,0,0,0,0,0,0,73.03,271,538.36
17.89,318,0.85,-13.2,61,1,0,0,0,0,0,0,0,94.03,260,393.55
79.27,52,0.8,29.7,91,0,0,0,0,0,0,0,0,64.89,281,143.91
61.98,206,0.56,48.8,69,0,0,0,1,0,0,0,0,61.9,367,254.97
133.09,267,0.81,20.9,17,0,1,1,0,0,0,0,0,125.31,47,882.59
39.9,487,0.21,2.1,31,0,0,0,0,1,1,0,0,108.34,487,451.28
155.73,495,0.47,3.9,25,0,0,1,0,1,0,0,0,104.81,98,786.94
126.16,272,0.39,-7.3,71,1,0,0,0,0,0,0,0,91.22,213,647.68
16.37,311,0.33,13.7,100,0,0,0,0,0,0,0,0,39.01,492,0.0
126.99,295,0.19,21.0,14,0,1,0,0,0,0,0,0,62.7,362,391.76
54.38,353,0.62,47.0,49,0,1,0,1,0,0,0,0,74.86,363,436.61
155.3,213,0.19,21.9,27,0,1,0,0,0,0,0,0,66.94,319,538.71
58.84,406,0.11,39.7,45,0,1,0,0,1,0,0,0,49.68,484,331.57
101.72,113,0.93,2.6,71,0,0,0,0,0,0,0,0,72.81,214,177.58
160.82,118,0.14,21.7,84,0,1,1,0,0,0,0,0,106.02,173,787.87
28.22,220,0.87,42.4,90,0,0,0,0,0,0,0,0,59.68,340,0.0
92.41,408,0.65,-5.2,26,1,0,1,0,1,0,0,0,134.21,48,1069.78
137.72,110,0.49,50.9,73,0,1,1,1,0,0,0,0,122.81,120,961.84
184.24,369,0.33,-1.0,99,0,0,1,0,0,0,0,0,104.69,91,613.5
111.36,476,0.91,38.9,62,0,1,0,0,1,0,0,0,85.55,205,475.82
139.4,420,0.58,44.5,85,0,0,1,0,1,0,0,0,106.21,95,730.52
41.39,60,0.62,5.3,46,0,0,0,0,0,0,0,0,52.91,382,0.0
31.12,440,0.83,-9.1,24,1,0,0,0,1,0,0,0,93.27,245,477.24
139.46,24,0.43,14.5,7,0,0,1,0,0,0,0,0,100.97,133,627.07
69.35,187,0.11,-9.4,30,1,0,0,0,0,0,0,0,73.95,368,511.86
155.24,52,0.13,-14.1,40,1,0,1,0,0,0,0,0,129.89,84,979.51
43.3,61,0.26,0.5,29,1,0,0,0,0,0,0,0,70.59,370,292.56
185.65,414,0.11,8.3,59,0,0,0,0,1,0,0,0,56.7,294,374.68
23.43,311,0.27,14.5,86,0,0,0,0,0,0,0,0,37.96,497,0.0
175.24,490,0.75,8.3,77,0,0,1,0,1,0,0,0,117.54,5,742.37
132.22,163,0.93,25.8,84,0,1,1,0,0,0,0,0,129.38,19,828.5
151.62,28,0.73,-15.6,9,1,0,0,0,0,0,0,0,111.09,90,739.94
96.86,331,0.67,22.7,54,0,0,0,0,0,0,0,0,62.98,287,170.29
178.22,500,0.97,14.2,95,0,0,1,0,1,0,0,0,125.68,5,861.9
122.52,91,0.89,-14.1,44,1,0,1,0,0,0,0,0,151.58,5,1019.62
192.2,131,0.73,-0.9,73,1,0,1,0,0,0,0,0,149.83,5,1083.76
66.59,40,0.62,40.9,50,0,1,0,0,0,0,0,0,68.69,345,356.57
94.0,220,0.76,5.8,78,0,0,1,0,0,0,0,0,105.7,119,540.93
57.5,324,0.61,39.9,15,0,0,0,0,0,0,0,0,54.97,361,111.25
126.25,11,0.77,42.1,57,0,1,0,0,0,0,0,0,82.89,218,381.47
4.91,263,0.7,-13.9,91,0,0,0,0,0,0,0,0,57.19,417,144.5
165.31,378,0.73,7.4,75,0,0,0,0,0,0,0,0,75.35,169,272.97
161.18,186,0.81,-9.7,91,1,0,1,0,0,0,0,0,152.38,5,1146.49
172.27,157,0.34,48.0,23,0,0,0,1,0,0,0,0,70.74,256,408.41
148.16,211,0.55,30.3,32,0,1,1,0,0,0,0,0,118.47,90,743.49
13.65,45,0.62,-2.1,41,1,0,0,0,0,0,0,0,79.8,324,311.68
6.39,82,0.16,36.4,6,0,0,0,0,0,0,0,0,31.56,550,0.0
156.23,378,0.92,29.2,42,0,1,0,0,0,0,0,0,92.63,135,437.66
15.99,174,0.82,46.0,74,0,0,0,1,0,0,0,0,64.1,371,95.0
179.8,434,0.85,-0.6,39,1,0,0,0,1,0,0,0,112.02,17,697.87
32.62,309,0.32,26.3,35,0,0,0,0,0,0,0,0,41.09,471,0.0
34.37,173,0.68,-2.0,90,0,0,0,0,0,0,0,0,54.96,378,0.0
187.66,0,0.33,9.2,79,0,0,1,0,0,0,0,0,104.7,86,763.21
100.47,192,0.61,-0.2,76,1,0,1,0,0,0,0,0,131.52,46,924.65
79.15,11,0.22,40.6,89,0,1,0,0,0,0,0,0,56.57,426,341.13
35.31,118,0.51,1.4,45,1,0,0,0,0,0,0,0,78.15,319,289.73
158.08,343,0.86,44.0,64,0,1,0,0,0,0,0,0,90.81,147,534.36
42.44,52,0.12,7.7,95,0,0,0,0,0,0,0,0,35.57,506,0.0
67.89,39,0.57,37.4,30,0,0,0,0,0,0,0,0,55.13,355,126.84
50.98,425,0.67,-9.2,91,0,0,0,0,1,0,0,0,60.7,356,302.47
15.46,275,0.4,5.5,51,0,0,0,0,0,0,0,1,41.32,476,156.66
51.59,189,0.84,16.4,16,0,0,0,0,0,0,0,0,62.14,312,102.39
80.38,285,0.47,-19.3,51,1,0,0,0,0,0,0,0,93.16,261,663.5
155.73,283,0.64,-3.4,59,1,0,1,0,0,0,0,0,142.46,5,1023.24
50.4,118,0.68,5.6,67,0,0,0,0,0,0,0,0,56.36,354,100.6
0.81,444,0.14,39.5,40,0,0,0,0,1,0,0,0,30.02,563,95.2
106.8,306,0.62,19.2,9,0,1,1,0,0,0,0,0,114.72,134,671.04
40.09,414,0.59,-11.5,46,1,0,0,0,1,0,0,0,87.41,292,467.42
70.86,127,0.83,5.0,27,0,0,0,0,0,0,0,0,64.68,286,131.29
64.66,334,0.55,25.4,94,0,0,0,0,0,0,0,0,53.95,365,121.99
132.24,155,0.6,8.2,15,0,0,0,0,0,0,0,0,65.84,251,223.36
193.68,261,0.69,9.2,11,0,0,1,0,0,0,0,0,118.2,5,718.03
79.98,199,0.47,36.1,5,0,1,0,0,0,0,0,0,65.45,362,391.53
95.25,143,0.39,-16.9,92,1,0,1,0,0,0,0,0,131.39,109,1004.13
109.28,448,0.12,24.1,41,0,1,1,0,1,0,0,0,97.59,256,950.31
169.3,267,0.76,28.4,32,0,0,1,0,0,0,0,0,117.0,6,606.72
170.01,443,0.81,42.7,89,0,0,1,0,1,0,0,0,118.85,5,827.36
98.8,479,0.75,-7.9,77,1,0,1,0,1,0,0,0,140.02,14,1169.5
41.52,93,0.65,7.7,21,0,0,0,0,0,0,0,0,53.98,375,0.0
48.12,432,0.62,16.3,92,0,1,0,0,1,0,0,0,65.92,372,377.73
146.84,141,0.71,-0.6,70,0,0,1,0,0,0,0,0,112.18,52,697.87
48.69,200,0.97,36.9,90,0,0,0,0,0,0,0,0,66.25,284,0.0
197.21,23,0.52,35.8,24,0,1,0,0,0,0,0,0,84.78,174,580.46
56.71,261,0.95,36.9,22,0,1,0,0,0,0,0,0,78.76,277,394.72
122.8,414,0.25,4.8,21,0,0,0,0,1,0,0,0,52.17,353,280.4
80.89,389,0.47,0.2,23,1,0,0,0,0,0,0,0,83.58,261,472.95
91.16,499,0.96,17.5,100,0,0,1,0,1,0,0,0,112.27,73,702.86
181.44,327,0.31,32.5,77,0,1,1,0,0,0,0,0,115.07,100,985.11
37.19,185,1.0,32.3,98,0,0,0,0,0,0,0,0,65.58,294,0.0
20.04,262,0.96,14.7,36,0,0,0,0,0,0,0,0,61.61,329,0.0
104.36,450,0.98,4.5,17,0,0,0,0,1,0,0,0,74.95,198,281.54
178.44,123,0.48,-4.5,31,1,0,0,0,0,0,0,0,100.82,112,553.19
20.33,405,0.72,19.1,33,0,0,0,0,1,0,0,0,53.25,389,64.0
32.44,463,0.86,9.3,54,0,0,0,0,1,0,0,0,59.97,336,110.4
166.85,309,0.7,16.0,26,0,1,1,0,0,0,0,0,126.53,24,971.14
194.48,384,0.16,-15.4,55,1,0,0,0,0,0,0,0,97.47,168,811.01
131.3,34,0.64,49.0,31,0,1,0,1,0,0,0,0,87.09,243,640.13
136.1,256,0.24,-4.2,11,1,0,0,0,0,0,0,0,85.91,235,559.56
8.12,452,0.21,-6.3,84,1,0,0,0,1,0,0,0,66.72,435,478.66
169.21,161,0.47,-1.2,8,1,0,0,0,0,0,0,0,97.43,128,604.92
82.07,155,0.8,38.2,55,0,0,1,0,0,0,0,1,105.31,126,793.62
82.28,123,0.55,10.2,79,0,0,0,0,0,0,0,0,56.59,339,148.42
145.22,88,0.17,9.2,48,0,0,0,0,0,0,0,0,52.73,339,242.83
97.24,34,0.44,13.0,27,0,0,0,0,0,0,0,0,54.99,344,170.86
175.96,444,0.86,-15.5,69,0,0,1,0,1,0,0,0,129.24,5,884.98
151.62,342,0.16,17.4,74,0,0,1,0,0,0,0,0,93.34,182,714.82
161.9,389,0.71,25.8,16,0,1,1,0,0,0,0,0,126.13,29,819.13
99.03,157,0.48,43.2,80,0,0,1,0,0,0,0,0,96.65,181,633.85
136.34,46,0.6,28.5,18,0,1,0,0,0,0,0,0,78.45,245,431.76
125.42,450,0.92,48.8,42,0,1,1,1,1,0,0,0,136.01,31,1133.49
25.23,391,0.79,30.0,98,0,0,0,0,0,0,0,0,56.43,364,0.0
68.12,235,0.55,4.9,89,0,0,0,0,0,0,0,0,54.47,360,127.18
69.35,68,0.21,12.1,70,0,0,0,0,0,0,0,0,42.75,443,129.02
32.95,298,0.7,23.7,13,0,0,0,0,0,0,0,0,54.44,375,0.0
101.18,199,0.38,26.4,100,0,0,1,0,0,0,0,0,93.48,203,633.69
48.02,258,0.38,31.3,46,0,1,0,0,0,0,0,0,57.5,432,264.05
46.52,18,0.17,-18.0,72,0,0,0,0,0,0,0,0,46.93,487,165.0
198.63,88,0.43,14.1,73,0,0,0,0,0,0,0,0,69.84,194,322.94
84.01,491,0.67,21.0,65,0,1,0,0,1,0,0,0,73.05,306,441.53
86.39,491,0.12,18.5,28,0,1,0,0,1,0,0,1,54.16,440,799.11
140.6,220,0.17,-10.7,89,1,0,1,0,0,0,0,0,127.39,96,1161.47
93.4,464,0.26,37.6,41,0,1,0,0,1,0,0,0,60.11,394,512.35
44.53,132,0.34,15.7,15,0,0,0,0,0,0,0,0,43.58,448,0.0
68.15,32,0.38,-9.3,68,0,0,0,0,0,0,0,0,53.17,402,248.73
82.89,126,0.49,20.1,74,0,0,0,0,0,0,0,0,54.58,353,149.34
62.43,481,0.44,9.8,37,0,0,0,0,1,0,0,0,49.76,396,243.44
97.17,455,0.98,34.1,85,0,0,1,0,1,0,0,0,113.88,59,582.02
142.69,233,0.91,16.8,75,0,0,0,0,0,0,0,0,78.25,158,239.03
88.67,280,0.69,51.2,58,0,0,1,1,0,0,0,0,110.45,144,737.46
102.76,299,0.35,9.0,95,0,0,1,0,0,0,0,0,92.66,208,616.66
119.36,225,0.29,38.6,99,0,1,0,0,0,0,0,0,65.05,348,457.61
97.97,246,0.14,1.1,64,0,0,1,0,0,0,0,0,84.6,268,550.38
156.16,318,0.73,-5.4,95,1,0,0,0,0,0,0,1,106.67,83,850.69
51.91,303,0.21,46.1,90,0,1,0,1,0,0,0,0,60.14,469,377.58
142.39,224,0.43,-5.5,100,1,0,0,0,0,0,0,0,94.16,178,661.57
23.51,79,0.54,-9.4,73,0,0,0,0,0,0,0,0,52.13,429,122.0
92.79,492,0.22,-16.6,62,1,0,1,0,1,0,0,0,124.92,155,1128.39
188.53,255,0.44,45.8,59,0,1,0,1,0,0,0,0,88.68,207,686.81
94.87,372,0.85,50.9,5,0,1,0,1,0,0,0,0,88.98,245,492.29
176.66,178,0.56,18.8,84,0,0,0,0,0,0,0,0,71.1,195,289.99
37.61,246,0.72,-3.8,95,1,0,0,0,0,0,0,0,87.74,263,293.2
100.7,247,0.21,-8.7,56,0,0,0,0,0,0,0,0,51.8,396,294.55
60.72,324,0.26,40.0,63,0,1,0,0,0,0,1,0,55.21,443,582.42
150.77,463,0.7,25.0,96,0,1,1,0,1,0,0,0,124.12,48,967.11
67.59,489,0.38,4.7,84,0,0,0,0,1,0,0,0,48.44,403,257.58
49.75,218,0.6,31.8,35,0,1,0,0,0,0,0,0,65.46,375,228.52
139.99,83,0.62,37.7,83,0,1,1,0,0,0,0,0,119.7,85,886.18
36.19,197,0.39,33.6,59,0,0,0,0,0,0,0,0,44.08,448,0.0
15.05,372,0.33,-19.6,88,0,0,0,0,0,0,0,0,48.61,494,173.0
116.66,418,0.27,6.7,59,0,0,1,0,1,0,0,0,91.95,207,693.68
118.74,266,0.75,-4.1,98,1,0,1,0,0,0,0,0,141.11,5,903.19
50.18,187,0.56,39.7,51,0,0,0,0,0,0,0,0,52.13,384,100.27
104.15,414,0.24,19.1,74,0,1,0,0,1,0,0,0,61.02,383,443.85
90.24,170,0.5,-7.9,52,1,0,0,0,0,0,0,0,89.99,239,618.82
